#
100	0.000257296	0	0
200	0.002675714	0	0
300	0.002778306	0	0
400	0.002485969	0	0
500	0.00221696	0	0
600	0.002015615	-8.95077E-07	0
700	0.00184873	4.77553E-06	0
800	0.001714104	5.97146E-07	0
900	0.001604012	4.9777E-07	0
1000	0.001558945	2.19065E-06	0
1100	0.001446672	2.29093E-06	3.38659E-06
1200	0.001359012	2.98882E-06	1.59404E-06
1300	0.001314364	2.19244E-06	1.39519E-06
1400	0.0012546	2.49185E-06	-4.98371E-07
1500	0.001202403	3.88838E-06	3.48957E-06
1600	0.001144499	5.68411E-06	2.49303E-06
1700	0.001110584	6.8819E-06	3.49083E-06
1800	0.001067075	9.97542E-06	1.0973E-06
1900	0.00101485	1.01764E-05	2.19492E-06
2000	0.000993597	1.26732E-05	3.89177E-06
2100	0.000965376	1.9064E-05	4.19208E-06
2200	0.000943744	1.81662E-05	2.0961E-06
2300	0.000889148	2.24608E-05	3.19443E-06
2400	0.000845549	2.29633E-05	3.79393E-06
2500	0.000846732	2.5365E-05	3.1956E-06
2600	0.000810868	3.07609E-05	4.59415E-06
2700	0.000759499	3.23615E-05	4.49467E-06
2800	0.00075784	3.2967E-05	2.0979E-06
2900	0.000733722	3.67661E-05	6.19428E-06
3000	0.000686953	3.73702E-05	4.79618E-06
3100	0.000688516	4.1271E-05	5.09642E-06
3200	0.000667352	4.09786E-05	7.19624E-06
3300	0.000651037	4.72809E-05	7.69689E-06
3400	0.000619045	4.87879E-05	6.59835E-06
3500	0.000596438	4.85868E-05	6.79815E-06
3600	0.000583053	5.00959E-05	6.69945E-06
3700	0.0005736	5.23E-05	8.4E-06
3800	0.000563509	5.21101E-05	8.70168E-06
3900	0.000528344	5.4915E-05	9.40256E-06
4000	0.000533448	6.08282E-05	9.80458E-06
4100	0.000518416	6.13375E-05	9.50581E-06
4200	0.000516349	5.6238E-05	7.30493E-06
4300	0.000485231	5.94528E-05	8.90791E-06
4400	0.00047356	6.47628E-05	7.60739E-06
4500	0.000465723	6.43723E-05	8.8099E-06
4600	0.000453136	6.64786E-05	1.1013E-05
4700	0.000437704	6.9596E-05	8.31146E-06
4800	0.000428641	7.10062E-05	9.21378E-06
4900	0.000423987	6.80102E-05	8.41364E-06
5000	0.000406933	6.99261E-05	8.91607E-06
5100	0.000396488	6.86365E-05	1.06211E-05
5200	0.000378688	7.02461E-05	1.04217E-05
5300	0.000389469	7.44661E-05	1.05235E-05
5400	0.000372295	7.55817E-05	1.02246E-05
5500	0.000369541	7.4991E-05	1.11283E-05
5600	0.000356647	7.60018E-05	1.33354E-05
5700	0.000358092	7.88184E-05	1.04289E-05
5800	0.000351649	7.66286E-05	9.32782E-06
5900	0.000329575	7.25146E-05	1.0832E-05
6000	0.000326915	7.65377E-05	1.03321E-05
6100	0.00031935	7.55485E-05	8.32739E-06
6200	0.000314689	7.70666E-05	1.05364E-05
6300	0.000308641	7.72857E-05	1.23456E-05
6400	0.000292415	7.61906E-05	9.8375E-06
6500	0.000291438	7.53945E-05	1.19467E-05
6600	0.000284468	8.04304E-05	9.53918E-06
6700	0.000284979	6.85836E-05	8.93696E-06
6800	0.000278009	8.07511E-05	1.05459E-05
6900	0.000271017	7.62424E-05	1.04469E-05
7000	0.00025929	7.3236E-05	1.10507E-05
7100	0.000260923	7.20376E-05	1.07504E-05
7200	0.000251538	7.60746E-05	1.05519E-05
7300	0.000248663	7.97049E-05	9.5485E-06
7400	0.000247997	7.74049E-05	9.95204E-06
7500	0.000239496	7.12856E-05	1.01549E-05
7600	0.000238906	7.12896E-05	9.04946E-06
7700	0.000234656	8.05656E-05	9.85698E-06
7800	0.000223406	7.68494E-05	1.12659E-05
7900	0.00021518	6.69986E-05	9.45626E-06
8000	0.000205241	6.70054E-05	1.05639E-05
8100	0.00021294	7.39656E-05	9.3589E-06
8200	0.000215878	7.93064E-05	1.10707E-05
8300	0.000199018	6.8957E-05	9.56337E-06
8400	0.000198155	7.54159E-05	1.13779E-05
8500	0.000197035	6.82625E-05	9.16208E-06
8600	0.000193869	7.31162E-05	8.35902E-06
8700	0.000193989	6.94974E-05	9.56849E-06
8800	0.00018112	6.40668E-05	1.01741E-05
8900	0.000181048	6.72003E-05	9.57125E-06
9000	0.000177038	7.33547E-05	8.66552E-06
9100	0.000180287	7.26591E-05	1.01783E-05
9200	0.000169136	6.81384E-05	7.55974E-06
9300	0.0001729	6.92608E-05	7.66203E-06
9400	0.000163323	6.58332E-05	8.67024E-06
9500	0.000160533	6.48385E-05	9.27704E-06
9600	0.000163376	6.94854E-05	7.16032E-06
9700	0.000154422	6.30395E-05	9.38027E-06
9800	0.000149799	6.90992E-05	7.06123E-06
9900	0.000152558	6.85095E-05	7.06283E-06
10000	0.000146198	6.01342E-05	9.48426E-06
